user1,2373223,5
user1,2373223,5
user1,2373223,5
user1,2373223,2
user1,2373223,2
user1,1845253,4
user1,2520855,4
user1,2520855,5
user1,2520855,2
user1,2520855,2
user1,2520855,5
user1,1367251,3
user1,1367251,5
user1,1367251,2
user1,1367251,3.5
user1,2520984,1
user1,2520984,2
user1,2520984,5
user1,2520984,1
user1,2520984,5
user1,1117141,3
user1,1117141,2
user1,1117141,3
user1,1117141,3
user1,130307,2.5
user1,2521030,4
user1,2521030,4
user1,2521030,2
user1,2521030,2.5
user1,2521030,5
user1,130257,3
user1,130257,3
user1,130257,4
user1,130257,3
user1,1829586,2
user1,126513,4
user1,126513,4
user1,130781,5
user1,130781,5
user1,130781,2
user1,130781,5
user1,130781,3
user1,1836287,4.5
user1,129730,1
user1,129730,5
user1,985264,4
user1,985264,1
user1,985264,3.5
user1,985264,1
user1,985264,1
user1,1603543,5
user1,1603543,2
user1,1603543,1.5
user1,1603543,1.5
user1,1603543,1
user1,2520693,5
user1,2520693,1
user1,2520693,4
user1,130366,2
user1,130366,3
user1,130366,4
user1,130366,5
user1,2520874,2
user1,2520874,3
user1,2520874,5
user1,1362516,5
user1,1362516,2
user1,1362516,2
user1,131307,1
user1,131307,1.5
user1,131307,5
user1,131307,1.5
user1,1918710,1
user1,2520986,2
user1,2520986,2
user1,2520986,4
user1,482153,4
user1,482153,5
user1,482153,4
user1,131008,5
user1,131008,2
user1,2520884,3
user1,2520884,1
user1,2520884,4
user1,2520884,2.5
user1,1021171,3
user1,2520745,2
user1,2520745,2
user1,2520745,1.5
user2,2521022,2
user2,2521022,1
user2,2521022,5
user2,2521022,5
user2,2521022,2
user2,814237,1
user2,814237,5
user2,814237,5
user2,814237,5
user2,126753,1
user2,126753,4
user2,126753,4
user2,126753,3.5
user2,2520645,3
user2,1369066,1
user2,1369066,1.5
user2,1369066,5
user2,1369066,1
user2,1369066,5
user2,264133,2
user2,264133,2
user2,129921,2.5
user2,1878255,2
user2,1878255,5
user2,1878255,3
user2,250134,5
user2,250134,1
user2,250134,2
user2,250134,4
user2,250134,4
user2,300076,2
user2,300076,4
user2,300076,1
user2,699249,2
user2,699249,2
user2,2520994,2
user2,126918,3
user2,126918,1
user2,2453104,5
user2,2453104,4
user2,132522,3
user2,132522,3
user2,131313,4
user2,131313,5
user2,130598,2
user2,130598,5
user2,130598,3
user2,1957600,2
user2,1957600,1
user2,1957600,1
user2,1957600,1.5
user2,1957600,4.5
user2,231962,2
user2,2520943,2
user2,2520943,4
user2,2520943,2
user2,2520943,2
user2,130183,1
user2,130183,3
user2,130183,3
user2,130183,3
user2,130183,1
user3,2373550,1
user3,2373550,2
user3,2373550,3
user3,2373550,1
user3,2373550,4
user3,486625,4.5
user3,486625,5
user3,129902,1
user3,129902,1
user3,129902,1
user3,2469920,4
user3,2469920,4
user3,2469920,3.5
user3,1439094,5
user3,1439094,5
user3,250330,5
user3,250330,5
user3,250330,3
user3,250330,1
user3,250330,5
user3,749192,5
user3,749192,5
user3,2520463,4
user3,2520463,4
user3,2520463,1
user3,2520463,4
user3,1977705,5
user3,2518733,1
user3,2518733,2
user3,2518733,3
user3,2518733,2
user3,2518733,4
user3,2520803,5
user3,2520803,3.5
user3,2520803,5
user3,1602451,5
user3,1602451,1
user3,1602451,3
user3,130636,2
user3,130636,1
user3,130636,5
user3,130636,1
user3,132420,3
user3,132420,5
user3,1013661,4
user3,2520692,5
user3,130306,1
user3,130764,5
user3,130764,4
user3,2520688,1
user3,1117141,4
user3,1117141,5
user3,1117141,5
user3,1021180,2
user3,1021180,1
user4,129507,2.5
user4,316294,2
user4,316294,3
user4,316294,1
user4,482112,3
user4,2521032,4
user4,2521032,2
user4,2521032,5
user4,2521032,3
user4,130925,4
user4,130925,3
user4,130233,2
user4,130233,1
user4,130233,3
user4,130233,3
user4,2520878,4
user4,2520878,4
user4,2520878,1
user4,2520667,1
user4,2520667,3
user4,2520667,3
user4,2520667,5
user4,2520667,3
user4,1304299,4
user4,1606042,3
user4,1606042,4
user4,1606042,1
user4,1606042,4
user4,1606042,5
user4,970052,3
user4,970052,3
user4,970052,4
user4,309291,2
user4,309291,4.5
user4,309291,5
user4,2521074,1
user4,2521074,2
user4,2521074,2
user4,2521074,5
user4,2521074,1
user4,814195,3
user4,814195,2
user4,129768,3
user4,126488,5
user4,126488,2
user4,131408,5
user4,131408,1
user4,2520919,4
user4,2520919,2
user4,2520919,5
user4,337562,1
user4,337562,4
user4,337562,3
user4,337562,5
user4,337562,5
user4,131912,3.5
user4,130747,4
user4,130747,5
user4,130747,2
user4,130747,3
user4,2527200,4
user4,130175,5
user4,130175,2
user5,131139,1
user5,131139,3
user5,131139,2
user5,131139,2
user5,130961,3
user5,704507,1
user5,704507,5
user5,704507,3
user5,704507,1.5
user5,704507,1
user5,2525628,1
user5,2525628,4
user5,2525628,3
user5,2525628,1.5
user5,2525628,2
user5,2520466,3
user5,2520466,4
user5,2520466,5
user5,2520466,4
user5,990140,1
user5,990140,3
user5,231971,1
user5,231971,4
user5,231971,1
user5,231971,1
user5,231971,1
user5,2520672,2
user5,2520672,4
user5,2520672,2
user5,2017157,2
user5,2520935,2
user5,2520935,5
user5,2520935,4
user5,2469944,3.5
user5,2469944,3
user5,346640,1
user5,130431,3
user5,130431,1
user5,130431,5
user5,130929,4
user5,130929,3
user5,130929,1
user5,1584211,4
user5,1584211,3
user5,1013527,1
user5,1013527,3
user5,1013527,3
user5,1013527,2
user5,1013527,2
user5,970046,2
user5,970046,3
user5,970046,1
user5,130838,2
user5,132230,2
user5,132230,5
user5,132230,2
user5,132230,4
user5,132230,4
user5,1754398,5
user5,1754398,1
user5,1754398,2
user5,127016,1
user5,127016,5
user5,127016,5
user5,127016,2
user5,127016,1
user5,1113581,2
user5,1113581,5
user5,1113581,2
user5,1113581,1
user6,132670,5
user6,132670,1
user6,132670,4
user6,132670,3
user6,132670,5
user6,613775,1
user6,613775,1
user6,1605977,2
user6,1605977,4
user6,1605977,2
user6,1605977,4
user6,1605977,2.5
user6,985361,5
user6,701766,1
user6,701766,4.5
user6,701766,5
user6,701766,3
user6,701766,3
user6,130306,3.5
user6,130306,3
user6,130306,4
user6,130306,3
user6,130306,4
user6,130175,2
user6,130175,4
user6,130175,2
user6,774640,4
user6,2018226,5
user6,2018226,1
user6,2018226,4
user6,2018226,4
user6,2018226,4
user6,605961,3
user6,2520820,3
user6,250469,2
user6,250469,3
user6,250469,2
user6,250469,4.5
user6,250469,1
user6,130361,5
user6,130361,4
user6,130361,5
user6,130361,3
user6,2453253,3.5
user6,129839,4
user6,129839,1
user6,129839,5
user6,129839,3
user6,688998,5
user6,688998,2
user6,688998,4
user6,688998,4
user6,688998,1
user6,2520964,4
user6,231959,2
user6,231959,4
user6,231959,2
user6,231959,5
user6,1954333,3
user6,2402981,5
user6,127307,1
user6,127307,5
user6,127307,4.5
user6,2521023,1
user6,2521023,5
user7,130975,2
user7,130975,1
user7,130975,5
user7,2520891,5
user7,2520891,5
user7,2520891,2
user7,2520667,2
user7,2520667,2
user7,2520667,1
user7,2520667,2
user7,2520667,2
user7,822861,3
user7,822861,5
user7,822861,3
user7,822861,1.5
user7,1604450,4
user7,1604450,3
user7,1604450,1.5
user7,2520464,4
user7,2520464,5
user7,2520464,3
user7,337508,5
user7,337508,2
user7,337508,4
user7,337508,4
user7,264570,4
user7,264570,1
user7,264570,5
user7,129924,3
user7,129924,5
user7,129924,4
user7,129924,3
user7,129924,1
user7,2520701,5
user7,2520837,4
user7,2520837,4
user7,2520837,1
user7,2520837,5
user7,2520837,4
user7,2520807,2
user7,1606042,1
user7,1606042,4
user7,1606042,2.5
user7,1606042,5
user7,1606042,4
user7,2521070,1
user7,2521070,4.5
user7,2521070,5
user7,2521070,5
user7,2521070,2
user7,2520463,4
user7,1062450,3
user7,1062450,4
user7,1062450,1
user7,1062450,3
user7,1117141,4
user7,1117141,2
user7,1117141,5
user7,126507,2
user7,126507,2
user7,126507,1
user7,126507,1
user7,126507,4
user7,130610,2.5
user7,130610,5
user7,130610,4
user7,2500214,4
user7,2500214,5
user7,733255,2.5
user7,733255,3
user7,733255,5
user7,1941440,3
user7,1941440,4
user7,1941440,4
user7,650997,2
user7,650997,3.5
user7,650997,4
user7,650997,3
user7,650997,4
user7,1198901,1
user7,1198901,2.5
user7,1198901,3
user7,128015,4
user7,775394,1
user7,775394,1.5
user7,775394,4.5
user7,775394,4
user7,775394,2
user7,602547,5
user7,602547,2
user7,2521017,2
user7,2521017,1
user7,2521017,5
user8,1036894,4
user8,1036894,2
user8,1036894,1
user8,1036894,4
user8,1799798,3
user8,1799798,5
user8,1799798,4
user8,773429,1
user8,773429,3
user8,479649,1
user8,479649,3
user8,753983,2
user8,753983,3
user8,1179932,5
user8,1179932,1
user8,1179932,1
user8,1179932,3
user8,129931,3
user8,129931,5
user8,129931,1
user8,129931,5
user8,129931,4
user8,1014424,3
user8,1014424,3
user8,1014424,2
user8,130929,2
user8,129922,1
user8,129922,4
user8,129922,4
user8,129922,1
user8,129922,5
user8,2520808,4
user8,2520808,2
user8,2520808,4
user8,2520808,3
user8,130369,3
user8,130369,5
user8,130369,3
user8,130369,1
user8,2500229,3
user8,2500229,3
user8,126488,3
user8,131316,4
user8,131316,4
user8,131316,5
user8,2520895,2
user8,2520895,4
user8,2520895,3
user8,775883,4
user8,775883,3
user8,1866427,1
user8,2017155,4
user8,2520852,2
user8,2520852,3
user8,985105,4
user8,985105,3
user8,985105,2
user8,985105,1
user8,985105,2
user8,969803,1.5
user8,969803,1
user8,969803,4
user8,1395270,2
user8,1395270,4
user8,1395270,2
user8,1395270,2
user8,1395270,4
user8,2520719,1
user8,2520719,3
user8,129912,5
user8,129912,5
user8,127558,1.5
user8,127558,5
user8,127558,3
user8,127558,3.5
user9,749280,4
user9,749280,2
user9,749280,5
user9,1837036,3
user9,2520798,3
user9,2520798,1
user9,2520798,4
user9,1116132,2
user9,1116132,3
user9,1116132,4.5
user9,127616,5
user9,127616,3
user9,127616,4
user9,397572,4
user9,397572,5
user9,397572,3
user9,397572,3
user9,397572,2
user9,130764,2
user9,130764,2
user9,130764,1
user9,2455056,1
user9,748186,4
user9,748186,3
user9,2015800,5
user9,2015800,3
user9,745781,4
user9,781031,4
user9,781031,4
user9,2521019,5
user9,2521019,3
user9,2520958,4
user9,2520958,2
user9,2520958,1
user9,2520958,5
user9,1605908,4
user9,1605908,4
user9,2401757,4
user9,2401757,3
user9,2401757,2
user9,2401757,5
user9,2521074,5
user9,2521074,5
user9,129792,2
user9,129792,3
user9,129792,5
