1,131122,1
1,131122,1
1,131122,1
1,129922,1
1,129922,3
1,2421401,2
1,2421401,4
1,2421401,3
1,2481866,4
1,2481866,4
1,2481866,2
1,130405,1
1,130405,1
1,130405,5
1,141863,2.5
1,141863,2
1,141863,1
1,141863,2
1,250469,5
1,250469,4.5
1,250469,4
1,250469,2
1,250469,1
1,2520926,2
1,2520926,5
1,2520926,5
1,2520926,5
1,782856,3
1,782856,2
1,782856,2
1,782856,1
1,782856,2
1,126483,1
1,126483,2
1,126483,3
1,126483,5
1,129930,4
1,129930,5
1,129930,3
1,129930,2
1,1987172,1
1,1987172,1
1,2381752,2
1,126503,5
1,126503,5
1,814181,2.5
1,814181,2
1,814181,5
1,814181,2
1,814181,5
1,130431,4
1,130431,5
1,130431,3
1,130431,5
1,130431,4
1,129814,5
1,132182,2
1,132182,4
2,1030365,4
2,1030365,4
2,2520885,1
2,2520885,5
2,2520885,5
2,2520885,3.5
2,2520885,4
2,2508157,1
2,2508157,5
2,126701,3
2,126701,1
2,2469936,5
2,2469936,4.5
2,2469936,5
2,2469936,3
2,2469936,5
2,129923,2
2,129923,1
2,331506,4
2,331506,5
2,331506,4
2,331506,4
2,2520889,5
2,2520889,1
2,2509701,2
2,130402,2
2,130402,2.5
2,130402,4
2,130402,2
2,130402,3
2,2521880,1
2,2521880,2.5
2,758299,3
2,758299,3
2,617712,3
2,617712,3
2,986011,1
2,986011,2
3,753941,1
3,753941,4
3,1020938,3
3,273756,2
3,1603543,4
3,1603543,2
3,1603543,5
3,406547,4
3,406547,1
3,406547,1
3,406547,4
3,406547,5
3,2523318,5
3,2523318,3.5
3,130274,2
3,130274,4
3,130274,3
3,2481950,3
3,2481950,3
3,2481950,2
3,130842,2
3,130842,3
3,130842,1
3,140788,3
4,130590,2
4,129838,5
4,129838,1
4,129838,5
4,129838,2
4,129838,3
4,1845434,5
4,1845434,4
4,2033802,1
4,2033802,1
4,2033802,1
4,2033802,1
4,2033802,2
4,2520735,5
4,2520930,4
4,2520844,5
4,2520844,3
4,2520844,5
4,2520844,5
4,2034306,2.5
4,1828605,4
4,1828605,5
4,650997,3
4,273756,3
4,130473,1
4,130473,1
4,130473,4
4,2425449,5
4,2425449,5
4,2425449,2
4,2425449,1.5
4,990140,3
4,990140,4
4,990140,4
4,990140,5
4,990140,3
4,2037026,2
4,2037026,2
4,2037026,4
4,2037026,3
4,2037026,5
4,2520866,4
4,1817686,3
4,1252563,2
4,1252563,5
4,1252563,5
4,814255,3
4,814255,5
5,2520971,2
5,2520971,3
5,2520971,4
5,130416,3
5,130416,3
5,130416,5
5,130416,5
5,2520821,3
5,2520821,5
5,126502,2
5,132201,1
5,132201,2
