1,131137,5
1,863745,3
1,863745,2.5
1,2520744,2
1,2520744,2
1,2045414,4.5
1,2454355,2
1,2454355,4.5
1,2454355,2
1,2454355,5
1,2454355,2
1,2479634,4
1,2479634,3
1,2479634,2
1,130152,5
1,130152,1
1,130152,2.5
1,1825057,1.5
1,1825057,3
1,2529533,2
1,2529533,4
1,2529533,3
1,2529533,4
1,2031308,2
1,2031308,2
1,2031308,5
1,2031308,3
1,2031308,2
1,130431,1
1,130431,2
1,130431,1
1,2015800,4
1,2015800,3
1,2015800,1
1,2015800,3
1,129856,1
1,129856,3
1,129856,4
1,129856,3
1,129856,5
1,2520852,3
1,1595111,4
1,1595111,5
1,1595111,4
1,1595111,3
1,130477,1
1,130477,1
1,1605990,4
1,1605990,5
1,1605990,4
1,1605990,1.5
1,1605990,5
1,2520907,1
1,2520907,3.5
1,2520949,4
1,2520949,2
1,2520949,5
1,2520949,5
1,130624,5
1,130624,5
1,130624,4
1,130624,1
1,130624,2
1,129731,4
1,129731,1
1,129731,4
1,129731,3
1,129731,2
1,130286,4
1,130286,1.5
1,130286,2
1,130286,4
1,2454355,1
1,2454355,4
1,2454355,2
1,561681,5
1,561681,3
1,561681,3
1,130627,5
1,2521034,5
1,2521034,4
1,2521034,4
1,2521034,3.5
30,2520849,4
30,2520849,3
30,2520849,2
30,2519492,5
30,2519492,1
30,2045414,1
30,2045414,5
30,2520817,1.5
30,2520817,3
30,2520817,2
30,1829696,2
30,1829696,2
30,1829696,2
30,713654,3.5
30,713654,1
30,713654,5
30,2385692,4
30,2385692,2.5
30,2377741,1
30,1019294,2
30,1019294,3
30,1019294,5
30,1204941,5
30,1204941,1
30,1204941,5
30,1204941,3
30,1253290,4
30,1253290,2
30,126512,2.5
30,126512,4
30,126512,2
30,126512,5
30,126512,5
30,2501597,3.5
30,2501597,5
30,2501597,4
30,406602,1
30,406602,3
30,406602,4
30,2435564,1
30,2435564,3
30,2435564,5
30,126504,1
30,126504,4
30,126504,5
30,126504,2
30,126504,2
30,2488359,2
30,2488359,2
30,2488359,3
30,2488359,5
30,2520897,4
30,2520897,5
30,1281866,2
30,2520940,3
30,2520940,3.5
30,2520940,3.5
30,2520940,2
88,130215,5
88,130215,4
88,130215,1.5
88,130215,2
88,130215,3
88,2518701,3.5
88,2045414,2.5
88,2045414,4
88,2534662,4
88,2534662,5
88,2534662,4
88,130369,5
88,130369,1
88,130369,3
88,130369,2
88,129811,1
88,129811,1
88,129824,3
88,129824,1
88,129824,1
88,129824,1
88,2520861,3
88,2520861,5
88,2520861,1
88,2520861,3
88,309307,2
88,309307,1
88,309307,3
88,2520877,1
88,2520877,4.5
88,2520877,3
88,2520877,3
88,2520877,5
88,131534,5
88,131534,4
88,131534,5
88,131534,2
88,1829696,2
88,1829696,1
88,1829696,4
88,1829696,4
88,775883,2
88,775883,5
88,775883,5
88,775883,5
88,2520735,5
88,2520735,4
88,2520735,2
88,2520735,5
88,809372,1
88,809372,4
88,809372,2
88,337508,4
88,337508,5
88,337508,2
88,337508,4
88,130243,1
88,130243,3
88,2405329,4
88,130374,4
88,126514,3
88,126514,2
88,126514,4
88,126514,2
88,1304887,2
88,1304887,4
88,1304887,5
88,753994,1
88,814123,3
88,814123,1
88,814123,3
88,814123,4.5
88,814123,5
88,131139,5
88,131139,5
88,131139,1
88,131139,2
88,131139,3
88,317560,3
88,317560,2
88,1605981,3
88,1605981,4
88,1605981,3
88,2028440,4
88,2028440,1
88,2028440,3
157,509267,3
157,509267,4
157,509267,3
157,985142,5
157,985142,1
157,985142,3.5
157,985142,3
157,985142,5
157,1603336,5
157,1603336,4
157,2017158,1
157,2017158,2
157,2017158,2
157,2017158,4
157,2017158,3
157,132596,4
157,132596,3
157,132596,1.5
157,132596,2
157,132596,2
157,132596,3
157,2491159,1
157,2491159,3
157,1928360,3
157,1114969,4.5
157,1114969,4
157,1114969,2
157,1114969,1
157,1829827,2
157,1829827,5
157,713110,1
157,713110,4
157,713110,3
157,713110,2
157,2520873,2
157,2520873,5
157,2521002,4.5
157,2521002,3
157,2521002,1
157,2521002,3
157,2031308,2.5
157,1300347,3
157,1300347,3
157,1300347,5
157,1300347,3.5
157,1937544,4
157,1937544,2
157,1710166,1.5
157,1710166,1
157,1710166,2
157,2520659,1
157,2520659,1
157,2520659,4
157,2520659,4
157,1059479,1
157,1059479,4
157,1059479,4
157,130997,3
157,130997,3
157,130997,5
157,130997,3
157,130636,3
157,1287041,3
157,1287041,1
157,1287041,1
157,1287041,1
157,970052,1
157,970052,5
157,970052,3
157,970052,3
157,2520819,3
157,988073,1
157,988073,3
157,2481909,2
157,2481909,1
157,2481909,2
157,2481909,3
157,1013394,2
157,1013394,3
157,132420,2
157,132420,3.5
157,132420,2
186,2520987,4
186,2520987,1
186,2520987,4
186,2520987,3
186,2520987,2.5
186,229910,4
186,229910,5
186,229910,4
186,721705,4
186,2521026,5
186,2521026,2
186,2521026,2
186,2521026,5
186,970138,4
186,970138,1.5
186,970138,4
186,2520964,3
186,1019452,1
186,1019452,1
186,1019452,3
186,1019452,5
186,1555999,3
186,1555999,2
186,1555999,3
186,1555999,3
186,132220,5
186,132220,3
186,132220,1.5
186,132220,1
186,130973,1
186,2521034,3
186,2521034,4
186,984586,3
186,984586,5
186,1131275,5
186,2520991,3
186,2520991,2
186,2492867,1
186,2492867,5
186,2492867,2
186,2492867,4
186,2492867,5
186,1018630,2
186,1018630,5
186,2524325,5
186,2524325,1
186,2520950,4
186,2520950,1.5
186,1965640,5
186,1965640,5
186,1965640,4
186,1965640,2.5
186,2481866,2
186,2481866,1
186,1725608,4
186,1725608,1
186,761181,2
186,761181,4
186,131318,4
186,131318,4
186,131318,5
186,131318,3
186,2500201,3
186,2500201,3
186,2500201,5
186,987808,1
186,987808,1
186,987808,3
186,987808,2.5
186,127557,4
186,127557,5
186,127557,5
186,1982446,2
186,1116132,5
186,1116132,4
186,1116132,1
186,1116132,2
186,130376,1
195,629742,5
195,629742,2
195,629742,1.5
195,987584,5
195,987584,3
195,2520694,2
195,252527,4
195,132201,5
195,132201,1
195,130839,3
195,130839,2
195,130839,1
195,130839,2
195,945987,2
195,945987,5
195,945987,1
195,131313,3
195,131313,2
195,131313,3
195,131313,2
195,131313,1
195,130784,3
195,130784,1.5
195,130784,2
195,130784,2
195,130784,3
195,2520839,5
195,2396951,2
195,2396951,1
195,130514,3
195,130514,3
195,130514,4
195,129760,4
195,129760,3
195,129760,5
195,126753,5
195,126753,5
195,126753,3.5
195,126753,4.5
195,126753,1
195,127216,1
195,127216,5
195,2520920,2
195,1750763,5
195,130152,2
195,130152,5
195,130152,4
195,130152,3
195,2484219,5
195,2484219,5
195,753994,3
195,753994,1
195,753994,4
195,753994,1
195,987669,3
195,987669,3.5
195,2472698,3
195,2472698,3
234,986038,5
234,986038,4
234,986038,4
234,986038,1
234,1197219,3
234,1197219,2
234,1197219,1
234,1197219,5
234,1606001,1
234,1606001,3
234,1606001,3
234,1606001,2
234,273758,1
234,273758,2
234,273758,5
234,1139131,2
234,1139131,1
234,1139131,3
234,1139131,5
234,1139131,3
234,1116022,2
234,1116022,1
234,1116925,5
234,1828523,3
234,1828523,1
234,1828523,2
234,126502,3.5
234,126502,1
234,126502,3
234,130369,5
234,130369,5
234,130369,1
234,130369,3
234,2520919,5
234,2520919,1
234,2520919,2
234,126914,1
234,126914,5
234,126914,3
234,2382984,3.5
234,2380014,3
234,2380014,4
234,2380014,5
234,130229,4
234,130229,2.5
234,231973,3
234,130152,2
234,2392292,5
234,2392292,4
234,2392292,5
234,126533,3
234,126533,3
234,2484146,3
234,130839,1
234,130839,4
234,130839,1
304,2518701,2
304,2518701,2.5
304,2518701,5
304,2521000,4
304,2521000,4
304,2521000,5
304,2027281,1
304,2027281,1
304,2027281,5
304,2027281,5
304,2027281,3
304,2519618,3
304,2519618,3
304,2519618,4
304,1605981,5
304,1605981,1
304,1605981,5
304,1605981,5
304,130286,5
304,130286,3
304,130286,2
304,130286,5
304,2018226,4.5
304,2018226,5
304,2018226,1
304,2018226,4
304,2018226,1
304,2520767,3.5
304,2520767,1
304,127220,3.5
304,127220,5
304,127220,5
304,127220,2
304,127220,2
304,748186,5
304,2420118,3
304,2420118,1
304,2420118,3
304,2420118,1
304,126481,3
304,130284,4
304,130284,3
304,130284,5
